Players,AHLPPG,AHL FPG,AHL GP,NHL PPG,NHLFPG,NHL GP,WHLPPG,WHLFPG,WHL GP
Matt Calvert,0.64893617,0.021276596,94,0.418181818,0,55,1.161616162,0.055555556,198
David Schlemko,0.472440945,0,127,0.28440367,0,109,0.661616162,0.015151515,198
Paul Gaustad,0.575630252,0.121848739,238,0.37525355,0.073022312,493,0.681818182,0.141414141,198
Levi Nelson,0.224637681,0.014492754,138,0,0,0,0.767676768,0.03030303,198
Brad Twordik,0,0,0,0,0,0,1.085858586,0.065656566,198
Kendall McFaull,0,0,0,0,0,0,0.176767677,0.04040404,198
Cody Franson,0.601265823,0.006329114,158,0.358585859,0,198,0.59798995,0.025125628,199
Brent Henke,0,0,0,0,0,0,0.211055276,0.035175879,199
Craig Orfino,0,0,0,0,0,0,0.190954774,0.045226131,199
Curtis Rich,0,0,0,0,0,0,0.236180905,0.145728643,199
Matt Schneider,0,0,0,0,0,0,0.457286432,0.025125628,199
Ryan Kehrig,0,0,0,0,0,0,0.266331658,0.025125628,199
Brandon Manning,0.413043478,0.152173913,46,0,0,4,0.68,0.12,200
Micki DuPont,0.584541063,0.009661836,414,0.173913043,0,23,0.885,0.035,200
Chris Nielsen,0.339869281,0.009803922,306,0.269230769,0,52,0.83,0.005,200
Brandon Davidson,0,0,1,0,0,0,0.67,0.035,200
Brady Leavold,0,0,4,0,0,0,0.6,0.15,200
John Persson,0.666666667,0,12,0,0,0,0.65,0.005,200
Dan Gendur,0.1,0,20,0,0,0,0.72,0.015,200
Chris Collins,0.463855422,0.024096386,166,0,0,0,0.54,0.01,200
Dan DaSilva,0.513333333,0.043333333,300,0,0,0,0.755,0.075,200
Colin Smith,0,0,0,0,0,0,0.825,0.02,200
Wade Burt,0,0,0,0,0,0,0.56,0.03,200
Ryan Reaves,0.210280374,0.219626168,214,0.090909091,0.25,88,0.393034826,0.034825871,201
Darren Helm,0.557377049,0,122,0.334677419,0,248,0.830845771,0.014925373,201
Cam McCaffrey,0.6,0.2,10,0,0,0,0.213930348,0.31840796,201
Jay Langager,0,0,23,0,0,0,0.577114428,0.019900498,201
Andrej Kudrna,0,0,0,0,0,0,0.865671642,0,201
Bobby-Chad Mitchell,0,0,0,0,0,0,0.248756219,0.253731343,201
Cody Chikie,0,0,0,0,0,0,0.482587065,0.019900498,201
Darren Bestland,0,0,0,0,0,0,0.323383085,0.149253731,201
James Cherewyk,0,0,0,0,0,0,0.268656716,0.104477612,201
Justin Wallin,0,0,0,0,0,0,0.472636816,0.034825871,201
Paul Gentile,0,0,0,0,0,0,0.293532338,0.019900498,201
James Wright,0.512820513,0.051282051,156,0.102040816,0.040816327,49,0.564356436,0.024752475,202
Emerson Etem,0.5,0,2,0,0,0,1.247524752,0.00990099,202
Luke Walker,0.330882353,0.036764706,136,0,0,0,0.643564356,0.064356436,202
J.J. Hunter,0.375,0.046052632,152,0,0,0,0.737623762,0.01980198,202
Adam Dombrowski,0,0,0,0,0,0,0.118811881,0.044554455,202
Cass Mappin,0,0,0,0,0,0,0.405940594,0.074257426,202
Josh Elder,0,0,0,0,0,0,0.188118812,0.202970297,202
Ryan Blatchford,0,0,0,0,0,0,0.168316832,0.02970297,202
Ryan Costanzo,0,0,0,0,0,0,0.207920792,0.02970297,202
Ted Vandermeer,0,0,0,0,0,0,0.376237624,0.099009901,202
Spencer Machacek,0.704225352,0.038732394,284,0.36,0.04,25,0.827586207,0.049261084,203
Matt Keith,0.483412322,0.011848341,422,0.185185185,0,27,0.75862069,0.039408867,203
Mitch Callahan,0.1875,0.291666667,48,0,0,0,0.630541872,0.236453202,203
Brandon Underwood,0,0,0,0,0,0,0.147783251,0.147783251,203
Joel Rogers,0,0,0,0,0,0,0.118226601,0.054187192,203
Kevin Young,0,0,0,0,0,0,0.448275862,0.034482759,203
Luke Hewitt,0,0,0,0,0,0,0.142857143,0.320197044,203
Patrick Holland,0,0,0,0,0,0,1.019704433,0.024630542,203
Rob Woods,0,0,0,0,0,0,0.18226601,0.039408867,203
Ryley Miller,0,0,0,0,0,0,0.15270936,0.221674877,203
Shaun Heshka,0.322033898,0.008474576,354,0.25,0,8,0.524509804,0.014705882,204
Jeremy Reich,0.381761978,0.204018547,647,0.060606061,0.212121212,99,0.995098039,0.181372549,204
Tyson Marsh,0.20754717,0.169811321,53,0,0,0,0.269607843,0.12254902,204
Aki Seitsonen,0.153846154,0,65,0,0,0,0.62254902,0,204
Cole Simpson,0,0,0,0,0,0,0.254901961,0.034313725,204
Kevin Hayman,0,0,0,0,0,0,0.210784314,0.009803922,204
Mark Schneider,0,0,0,0,0,0,0.215686275,0.014705882,204
Michael Kaye,0,0,0,0,0,0,0.318627451,0.024509804,204
Nathan Green,0,0,0,0,0,0,0.62745098,0.024509804,204
Ryan Mayko,0,0,0,0,0,0,0.176470588,0.029411765,204
Brandon Sutter,0.5,0,36,0.374125874,0.020979021,286,0.751219512,0.019512195,205
Colby Armstrong,0.366255144,0.032921811,243,0.464692483,0.029612756,439,0.902439024,0.048780488,205
Aaron Borejko,0,0,0,0,0,0,0.146341463,0.009756098,205
Lane Manson,0,0,0,0,0,0,0.117073171,0.185365854,205
Lane Scheidl,0,0,0,0,0,0,0.517073171,0.029268293,205
Mitch Topping,0,0,0,0,0,0,0.243902439,0.029268293,205
Stephen Mann,0,0,0,0,0,0,0.76097561,0,205
Theran Yeo,0,0,0,0,0,0,0.229268293,0.170731707,205
Steven Goertzen,0.272251309,0.089005236,382,0.058823529,0.176470588,68,0.383495146,0.087378641,206
Brooks Laich,0.653333333,0,75,0.499102334,0.008976661,557,0.980582524,0.004854369,206
Andy Blanke,0,0,0,0,0,0,0.13592233,0.194174757,206
Brent Hobday,0,0,0,0,0,0,0.694174757,0.126213592,206
Derek Ruck,0,0,0,0,0,0,0.325242718,0.004854369,206
Matt Strueby,0,0,0,0,0,0,0.616504854,0.004854369,206
Darrell Hay,0.274509804,0.019607843,153,0,0,0,0.729468599,0.028985507,207
Brent Regner,0.386740331,0.005524862,181,0,0,0,0.579710145,0.019323671,207
Landon Oslanski,0,0,0,0,0,0,0.338164251,0.057971014,207
Mark Shefchyk,0,0,0,0,0,0,0.458937198,0.004830918,207
Scott Roles,0,0,0,0,0,0,0.618357488,0,207
Ty Rattie,0,0,0,0,0,0,1.149758454,0.004830918,207
Brian Sutherby,0.606060606,0.121212121,33,0.195652174,0.106521739,460,0.855769231,0.100961538,208
James McEwan,0,0.5,4,0,0,0,0.081730769,0.350961538,208
Ben Knopp,0.183908046,0.022988506,87,0,0,0,0.956730769,0.038461538,208
Alan Manness,0,0,0,0,0,0,0.850961538,0.009615385,208
Cody Gross,0,0,0,0,0,0,0.259615385,0.014423077,208
Daniel Johnston,0,0,0,0,0,0,0.341346154,0.019230769,208
Michael St. Croix,0,0,0,0,0,0,1.096153846,0.004807692,208
Kenton Smith,0.111111111,0,9,0,0,0,0.669856459,0.033492823,209
Matt Lowry,0,0.25,12,0,0,0,0.765550239,0.076555024,209
Mark Derlago,0.421052632,0,38,0,0,0,0.775119617,0.019138756,209
Brent McDonald,0.283018868,0,106,0,0,0,0.803827751,0.028708134,209
Drew Hoff,0,0,0,0,0,0,0.205741627,0.014354067,209
Keith Voytechek,0,0,0,0,0,0,0.425837321,0.019138756,209
Matt Robertson,0,0,0,0,0,0,0.851674641,0,209
Mitch McColm,0,0,0,0,0,0,0.172248804,0.186602871,209
Reece Scarlett,0,0,0,0,0,0,0.397129187,0.019138756,209
Tylan Stephens,0,0,0,0,0,0,0.540669856,0.019138756,209
Ben Maxwell,0.756756757,0.004504505,222,0.170212766,0.021276596,47,0.757142857,0.023809524,210
K.C. Timmons,0.271028037,0.158878505,107,0,0,0,0.428571429,0.228571429,210
Jarad Bourassa,0,0,0,0,0,0,0.238095238,0.071428571,210
Joey Leach,0,0,0,0,0,0,0.476190476,0.042857143,210
Mark McNeill,0,0.142857143,7,0,0,0,0.834123223,0.037914692,211
Jason Beckett,0.181818182,0.134680135,297,0,0,0,0.28436019,0.161137441,211
Craig McCallum,0,0,0,0,0,0,0.696682464,0.004739336,211
Ian Barteaux,0,0,0,0,0,0,0.312796209,0.123222749,211
Justin Hansen,0,0,0,0,0,0,0.549763033,0.090047393,211
Perry Faul,0,0,0,0,0,0,0.274881517,0.009478673,211
Ryan Kerr,0,0,0,0,0,0,0.142180095,0.127962085,211
Shane McColgan,0,0,5,0,0,0,0.952830189,0.037735849,212
David Bararuk,0.222222222,0,54,0,0,0,0.811320755,0.009433962,212
Byron Froese,0.175438596,0.01754386,57,0,0,0,0.938679245,0.004716981,212
Tyler Spurgeon,0.346938776,0.013605442,147,0,0,0,0.58490566,0.018867925,212
Blair MacAulay,0,0,0,0,0,0,0.316037736,0.023584906,212
Brett Ferguson,0,0,0,0,0,0,0.58490566,0.070754717,212
Connor Cox,0,0,0,0,0,0,0.391509434,0.009433962,212
Dillon Wagner,0,0,0,0,0,0,0.311320755,0.033018868,212
James Bettauer,0,0,0,0,0,0,0.41509434,0.023584906,212
Jordan Walker,0,0,0,0,0,0,0.806603774,0.009433962,212
Keegan Lowe,0,0,0,0,0,0,0.287735849,0.113207547,212
Lawrence Nycholat,0.597845601,0.055655296,557,0.18,0,50,0.882629108,0.084507042,213
Cam Barker,0.557142857,0.085714286,70,0.317567568,0.037162162,296,0.840375587,0.051643192,213
Brad Voth,0.125,0.325,40,0,0,0,0.267605634,0.309859155,213
Ryan Gillen,0,0,0,0,0,0,0.089201878,0.126760563,213
Brodie Dupont,0.479289941,0.082840237,338,0,0,1,0.696261682,0.102803738,214
Mark Fistric,0.25,0.006756757,148,0.089494163,0.042801556,257,0.271028037,0.098130841,214
Brent Raedeke,0.255639098,0.015037594,133,0,0,0,0.663551402,0.014018692,214
Dustin Paul,0,0,0,0,0,0,1.009345794,0.014018692,214
Brad Moran,0.804971319,0.001912046,523,0.375,0,8,1.581395349,0.004651163,215
Darren McLachlan,0.090909091,0.454545455,11,0,0,0,0.544186047,0.36744186,215
Dylan Willick,0,0,0,0,0,0,0.590697674,0.018604651,215
Scott Schoneck,0,0,0,0,0,0,0.88372093,0.023255814,215
Kyle Chipchura,0.559139785,0.075268817,186,0.203703704,0.111111111,216,0.763888889,0.069444444,216
Curtis Hamilton,0.268292683,0,41,0,0,0,0.800925926,0.00462963,216
Ryan Jorde,0.030864198,0.166666667,162,0,0,0,0.152777778,0.25462963,216
Derek Ryan,0,0,0,0,0,0,0.773148148,0.00462963,216
Johnny Lazo,0,0,0,0,0,0,0.787037037,0.009259259,216
Ladislav Kouba,0,0,6,0,0,0,0.433179724,0.004608295,217
Brandon Kozun,0.639455782,0,147,0,0,0,1.244239631,0,217
Andrew Davidson,0,0,0,0,0,0,0.239631336,0.01843318,217
J.T. Barnett,0,0,0,0,0,0,0.479262673,0.032258065,217
Tyler Dittmer,0,0,0,0,0,0,0.649769585,0.00921659,217
Garrett Bembridge,0.303921569,0,306,0,0,0,0.862385321,0.013761468,218
Adrian Van de Mosselaer,0,0,0,0,0,0,0.252293578,0.059633028,218
Jesse Craige,0,0,0,0,0,0,0.5,0.009174312,218
Richard Mueller,0,0,0,0,0,0,0.674311927,0,218
Shane Endicott,0.488700565,0.002824859,354,0.066666667,0.022222222,45,0.789954338,0.00456621,219
Tysen Dowzak,0,0,3,0,0,0,0.173515982,0.063926941,219
Phil Cole,0.068965517,0.155172414,58,0,0,0,0.246575342,0.168949772,219
Brett Parker,0,0,0,0,0,0,0.465753425,0.164383562,219
Drew Czerwonka,0,0,0,0,0,0,0.484018265,0.114155251,219
Jordin Tootoo,0.658536585,0.12195122,41,0.257201646,0.146090535,486,0.95,0.231818182,220
Landon Ferraro,0.344827586,0.051724138,58,0,0,0,0.690909091,0.077272727,220
Joel Rupprecht,0,0,0,0,0,0,0.218181818,0.077272727,220
Jordan McGillivray,0,0,0,0,0,0,0.268181818,0.136363636,220
Zack Smith,0.597633136,0.130177515,169,0.25,0.105263158,152,0.49321267,0.117647059,221
Brett Girard,0,0,0,0,0,0,0.678733032,0.009049774,221
Ryan Thrussell,0,0,0,0,0,0,0.248868778,0.018099548,221
Jeff Lucky,0,0,0,0,0,0,0.68161435,0.00896861,223
Jonathan Hobson,0,0,0,0,0,0,0.69058296,0.049327354,223
Alex Plante,0.245398773,0.171779141,163,0.2,0.1,10,0.397321429,0.071428571,224
Brayden Schenn,1.357142857,0,14,0.317460317,0.047619048,63,1.40625,0.049107143,224
Mike Egener,0.069230769,0.1,130,0,0,0,0.165178571,0.245535714,224
Brett Lyon,0,0,0,0,0,0,0.276785714,0.25,224
Cody Thoring,0,0,0,0,0,0,0.254464286,0.008928571,224
Derek Ryckman,0,0,0,0,0,0,0.165178571,0.09375,224
Dylan Chapman,0,0,0,0,0,0,0.080357143,0.058035714,224
Jamie Crooks,0,0,0,0,0,0,0.642857143,0.013392857,224
Landon Jones,0,0,0,0,0,0,0.111607143,0.084821429,224
Spencer Asuchak,0,0,0,0,0,0,0.424107143,0.044642857,224
Steele Boomer,0,0,0,0,0,0,0.691964286,0.013392857,224
Matt MacKenzie,0.2,0.1,20,0,0,0,0.435555556,0.026666667,225
Jordan Bendfeld,0.038461538,0.230769231,26,0,0,0,0.297777778,0.151111111,225
Shaun Sutter,0.387096774,0,62,0,0,0,0.528888889,0.071111111,225
Chris Heid,0.242424242,0,66,0,0,0,0.466666667,0.022222222,225
Aaron Foster,0,0,0,0,0,0,0.591111111,0.12,225
Blaine Stowards,0,0,0,0,0,0,0.4,0.031111111,225
Kyle Sheen,0,0,0,0,0,0,0.377777778,0.213333333,225
Mark Forth,0,0,0,0,0,0,0.115555556,0.191111111,225
Jordan Krestanovich,0.480620155,0.003875969,258,0.090909091,0,22,0.721238938,0,226
Brendan Mikkelson,0.349726776,0.010928962,183,0.070866142,0.023622047,127,0.309734513,0.039823009,226
Michael Hengen,0,0,0,0,0,0,0.296460177,0.022123894,226
David Selthun,0,0,0,0,0,0,0.480176211,0.030837004,227
Devin Francon,0,0,0,0,0,0,0.189427313,0.127753304,227
Erik Benke,0,0,0,0,0,0,0.088105727,0.074889868,227
Joe Morrow,0,0,0,0,0,0,0.665198238,0.061674009,227
Kris Callaway,0,0,0,0,0,0,0.281938326,0.092511013,227
Tim Green,0,0,0,0,0,0,0.651982379,0.035242291,227
Ian McKenzie,0.096153846,0.076923077,52,0,0,0,0.333333333,0.074561404,228
Colin Long,0.226415094,0,53,0,0,0,0.973684211,0.004385965,228
Scott Balan,0.018867925,0.056603774,53,0,0,0,0.206140351,0.087719298,228
Dylan Yeo,0.264705882,0.019607843,102,0,0,0,0.320175439,0.039473684,228
Brad Priestlay,0,0,0,0,0,0,0.434210526,0.039473684,228
Chris Di Ubaldo,0,0,0,0,0,0,0.434210526,0.030701754,228
Ken Petkau,0,0,0,0,0,0,0.381578947,0.039473684,228
Kyle Pess,0,0,0,0,0,0,0.539473684,0.021929825,228
Cody Almond,0.421383648,0.150943396,159,0.08,0.08,25,0.733624454,0.056768559,229
Jeremy Colliton,0.621538462,0.012307692,325,0.105263158,0,57,0.768558952,0.021834061,229
Jeff Smith,0.071428571,0.142857143,28,0,0,0,0.31441048,0.209606987,229
Paul Brown,0.151515152,0.196969697,66,0,0,0,0.554585153,0.35371179,229
Travis Dunstall,0,0,0,0,0,0,0.537117904,0.065502183,229
Shay Stephenson,0.344262295,0,61,0,0,2,0.373913043,0.030434783,230
Rob Klinkhammer,0.486880466,0.023323615,343,0.125,0,16,0.539130435,0.043478261,230
Jared Aulin,0.724576271,0,236,0.235294118,0,17,1.113043478,0.026086957,230
Lance Bouma,0.282608696,0.086956522,92,0.093023256,0.023255814,43,0.5,0.07826087,230
Steve Crampton,0.363636364,0.090909091,11,0,0,0,0.67826087,0.143478261,230
Riley Day,0,0,0,0,0,0,0.256521739,0.2,230
Brody Sutter,0.25,0,4,0,0,0,0.541125541,0.038961039,231
Joel Stepp,0.207317073,0.012195122,82,0,0,0,0.558441558,0.017316017,231
Danny Lapointe,0,0,0,0,0,0,0.398268398,0.047619048,231
Karey Pieper,0,0,0,0,0,0,0.186147186,0.060606061,231
Mark Kress,0,0,0,0,0,0,0.186147186,0.069264069,231
Tayler Jordan,0,0,0,0,0,0,0.103896104,0.25974026,231
Kris Beech,0.933628319,0,226,0.338383838,0,198,1.094827586,0.004310345,232
Dylan McIlrath,0,0.5,2,0,0,0,0.318965517,0.206896552,232
James DeMone,0.163636364,0.090909091,55,0,0,0,0.185344828,0.159482759,232
Brad Cole,0.161490683,0.043478261,161,0,0,0,0.271551724,0.099137931,232
Brett Sonne,0.23923445,0.043062201,209,0,0,0,0.737068966,0.030172414,232
Colin Reddin,0,0,0,0,0,0,0.435344828,0.004310345,232
Mark Stone,0,0,0,0,0,0,1.275862069,0.017241379,232
Nicolaus Knudsen,0,0,0,0,0,0,0.146551724,0.112068966,232
Ryan Hollweg,0.198019802,0.143564356,202,0.061403509,0.118421053,228,1,0.068669528,233
Ryan Getzlaf,1.941176471,0,17,0.921875,0.033203125,512,0.922746781,0.0472103,233
Derek Atkinson,0,0,0,0,0,0,0.266094421,0.064377682,233
Keith Aulie,0.163636364,0.081818182,110,0.065789474,0.039473684,76,0.260683761,0.038461538,234
Brandon Dubinsky,0.605633803,0.112676056,71,0.541984733,0.073791349,393,0.982905983,0.106837607,234
Barret Jackman,0.184210526,0.302631579,76,0.232441472,0.070234114,598,0.594017094,0.243589744,234
Wacey Hamilton,0.148648649,0,74,0,0,0,0.824786325,0.055555556,234
Daine Todd,0,0,0,0,0,0,0.653846154,0.004273504,234
J.P. Szaszkiewicz,0,0,0,0,0,0,0.200854701,0.034188034,234
Jon Kress,0,0,0,0,0,0,0.346153846,0.102564103,234
John Negrin,0.229357798,0.018348624,109,0.333333333,0,3,0.49787234,0.021276596,235
Riley Cote,0.0703125,0.3515625,128,0.044871795,0.33974359,156,0.514893617,0.114893617,235
Myles Stoesz,0.052631579,0.543859649,57,0,0,0,0.10212766,0.365957447,235
Cullen Morin,0,0,0,0,0,0,0.434042553,0.042553191,235
Kirt Hill,0,0,0,0,0,0,0.336170213,0.080851064,235
Lance Morrison,0,0,0,0,0,0,0.510638298,0.004255319,235
Mark Olafson,0,0,0,0,0,0,0.395744681,0.076595745,235
Dane Byers,0.620779221,0.161038961,385,0.071428571,0.285714286,14,0.419491525,0.165254237,236
Justin Scott,0,0,0,0,0,0,0.207627119,0.008474576,236
Kyle Bortis,0,0,0,0,0,0,0.881355932,0.004237288,236
Owen Fussey,0.197080292,0.02919708,137,0.25,0,4,0.755274262,0.012658228,237
Zach Boychuk,0.820224719,0.005617978,178,0.25,0,72,1.143459916,0.004219409,237
Randall Gelech,0.30877193,0.014035088,285,0,0,0,0.47257384,0.050632911,237
Carter Smith,0,0,0,0,0,0,0.286919831,0.037974684,237
Dustin Bauer,0,0,0,0,0,0,0.05907173,0.143459916,237
Nathan Brice,0,0,0,0,0,0,0.232067511,0.223628692,237
Cody Eakin,0.617021277,0,47,0.266666667,0,30,1.004201681,0.025210084,238
Braydon Coburn,0.420454545,0.079545455,88,0.293478261,0.015217391,460,0.550420168,0.075630252,238
Ned Lukacevic,0.241071429,0.008928571,112,0,0,0,0.575630252,0.029411765,238
Austin Madaisky,0,0,0,0,0,0,0.474789916,0.025210084,238
Chad Bassen,0,0,0,0,0,0,0.462184874,0.050420168,238
Chad Wolkowski,0,0,0,0,0,0,0.609243697,0.004201681,238
Cole Grbavac,0,0,0,0,0,0,0.298319328,0.197478992,238
Craig Olynick,0,0,0,0,0,0,0.319327731,0.075630252,238
Jason Lynch,0,0,0,0,0,0,0.058823529,0.226890756,238
Kyle Fecho,0,0,0,0,0,0,0.243697479,0.033613445,238
Mike Piluso,0,0,0,0,0,0,0.43697479,0.025210084,238
Myles Zimmer,0,0,0,0,0,0,0.470588235,0.222689076,238
Carter Ashton,0.527027027,0.054054054,74,0,0.066666667,15,0.757322176,0.066945607,239
Ryan Stone,0.614886731,0.090614887,309,0.2,0.142857143,35,1.0041841,0.09623431,239
Jared Cowen,0,0,0,0.204819277,0.024096386,83,0.49790795,0.050209205,239
Chris Barr,0.222222222,0.111111111,9,0,0,0,0.175732218,0.087866109,239
Brad Schell,0.318181818,0,22,0,0,0,0.761506276,0.0041841,239
Dan Ehrman,0,0,0,0,0,0,0.221757322,0.033472803,239
Paul Ciarelli,0,0,0,0,0,0,0.271966527,0.062761506,239
Rory McDade,0,0,0,0,0,0,0.962343096,0.029288703,239
Shawn Thompson,0,0,0,0,0,0,0.330543933,0.133891213,239
Tyrell Moulton,0,0,0,0,0,0,0.213389121,0.163179916,239
Nathan Smith,0.450106157,0.04670913,471,0,0.076923077,26,0.8875,0.066666667,240
Dana Tyrell,0.495145631,0,103,0.192307692,0,104,0.745833333,0.025,240
Joe Barnes,0.1875,0.0625,16,0,0,0,0.633333333,0.041666667,240
Darcy Robinson,0.150259067,0.103626943,193,0,0,0,0.166666667,0.091666667,240
Eric Mestery,0,0,0,0,0,0,0.225,0.025,240
Jordan Clarke,0,0,0,0,0,0,0.1,0.275,240
Kenton Miller,0,0,0,0,0,0,0.4875,0.041666667,240
Riley Merkley,0,0,0,0,0,0,0.354166667,0.004166667,240
Kris Russell,0.571428571,0,14,0.265861027,0.01510574,331,0.813278008,0.024896266,241
Jace Coyle,0.104166667,0,48,0,0,0,0.443983402,0.024896266,241
Curtis Austring,0,0,0,0,0,0,0.381742739,0.087136929,241
Dean Serdachny,0,0,0,0,0,0,0.132780083,0.182572614,241
Nick Marach,0,0,0,0,0,0,0.493775934,0.091286307,241
Shaun Vey,0,0,0,0,0,0,0.639004149,0.01659751,241
James Hiebert,0,0.333333333,6,0,0,0,0.719008264,0.123966942,242
Steve Marr,0.063291139,0.012658228,79,0,0,0,0.181818182,0.024793388,242
Ryan Stanton,0.231788079,0.066225166,151,0,0,0,0.421487603,0.061983471,242
Deryk Engelland,0.16519174,0.185840708,339,0.2,0.179310345,145,0.197530864,0.24691358,243
Brett Plouffe,0,0,0,0,0,0,0.382716049,0.032921811,243
Christian Magnus,0,0,0,0,0,0,0.267489712,0.028806584,243
Colin McRae,0,0,0,0,0,0,0.728395062,0.020576132,243
Devin Wilson,0,0,0,0,0,0,0.218106996,0.028806584,243
Mark Pysyk,0,0,0,0,0,0,0.514403292,0.020576132,243
Derek LeBlanc,0.090909091,0,11,0,0,0,0.413934426,0.094262295,244
Benn Olson,0.098765432,0.419753086,81,0,0,0,0.118852459,0.241803279,244
Tom Maxwell,0.135483871,0.361290323,155,0,0,0,0.299180328,0.176229508,244
Brendan Gallagher,0,0,0,0,0,0,1.147540984,0.045081967,244
Kyle Verdino,0,0,0,0,0,0,0.233606557,0.069672131,244
Quinton Howden,0,0,0,0,0,0,0.979508197,0,244
Rhett Rachinski,0,0,0,0,0,0,0.389344262,0.028688525,244
Roman Tesliuk,0,0,0,0,0,0,0.368852459,0.040983607,244
Spencer McAvoy,0,0,0,0,0,0,0.31557377,0.057377049,244
Matt Kassian,0.095454545,0.304545455,220,0.071428571,0.321428571,28,0.146938776,0.269387755,245
Tyler Ennis,0.942028986,0,69,0.657142857,0,140,0.963265306,0.008163265,245
Nigel Dawes,1.004310345,0.017241379,232,0.396226415,0.009433962,212,1.110204082,0.012244898,245
Josh Gorges,0.24,0,25,0.168161435,0.013452915,446,0.620408163,0.028571429,245
Jarret Stoll,0.710526316,0,152,0.534569983,0,593,1.167346939,0,245
Cam Cunning,0.347953216,0.040935673,342,0,0,0,0.453061224,0.065306122,245
Cason Machacek,0,0,0,0,0,0,0.114285714,0.212244898,245
Igor Agarunov,0,0,0,0,0,0,0.33877551,0.024489796,245
Jarrett Thompson,0,0,0,0,0,0,0.657142857,0.134693878,245
John Dahl,0,0,0,0,0,0,0.493877551,0.012244898,245
Matt Fetzner,0,0,0,0,0,0,0.053061224,0.244897959,245
Reagan Leslie,0,0,0,0,0,0,0.53877551,0.024489796,245
Trent Adamus,0,0,0,0,0,0,0.383673469,0.040816327,245
Colby Robak,0.422818792,0,149,0,0,3,0.581300813,0.012195122,246
Ian White,0.621212121,0,66,0.366108787,0.010460251,478,0.902439024,0.004065041,246
Gaelan Patterson,0.230769231,0.008547009,117,0,0,0,0.528455285,0.020325203,246
Derek Claffey,0,0,0,0,0,0,0.304878049,0.024390244,246
Eric Clark,0,0,0,0,0,0,0.390243902,0.032520325,246
Jonathan Harty,0,0,0,0,0,0,0.365853659,0.134146341,246
Kris Deines,0,0,0,0,0,0,0.117886179,0.199186992,246
Nikita Korovkin,0,0,0,0,0,0,0.422764228,0.020325203,246
R.J. LaRochelle,0,0,0,0,0,0,0.134146341,0.138211382,246
Dan Hamhuis,0.397058824,0.014705882,136,0.351351351,0.009538951,629,0.631578947,0.052631579,247
Matt McCue,0.1,0.4,10,0,0,0,0.255060729,0.186234818,247
Patrick Wellar,0.184100418,0.20083682,239,0,0,0,0.234817814,0.141700405,247
Cody Sylvester,0,0,0,0,0,0,0.562753036,0.044534413,247
Jeff Schmidt,0,0,0,0,0,0,0.331983806,0.020242915,247
Thomas Scantlebury,0,0,0,0,0,0,0.263157895,0.060728745,247
Trevor Glass,0,0,0,0,0,0,0.331983806,0.008097166,247
Zack Fitzgerald,0.126005362,0.225201072,373,0,0,1,0.306451613,0.185483871,248
Jon Blum,0.554945055,0.005494505,182,0.267857143,0,56,0.822580645,0.012096774,248
Jim Vandermeer,0.229591837,0.117346939,196,0.227765727,0.097613883,461,0.540322581,0.213709677,248
Tyler Shattock,0.227272727,0.015151515,132,0,0,0,0.786290323,0.060483871,248
Riley Holzapfel,0.459459459,0,259,0,0,0,0.838709677,0.008064516,248
Craig Valette,0.259259259,0.055555556,270,0,0,0,0.391129032,0.044354839,248
Brooks Macek,0,0,0,0,0,0,0.709677419,0.02016129,248
Corbin Baldwin,0,0,0,0,0,0,0.266129032,0.125,248
Dylen McKinlay,0,0,0,0,0,0,0.451612903,0.052419355,248
Garrett Festerling,0,0,0,0,0,0,0.72983871,0.016129032,248
Kevin Seibel,0,0,0,0,0,0,0.14516129,0.028225806,248
Mike Reich,0,0,0,0,0,0,0.213709677,0.274193548,248
Nathan MacMaster,0,0,0,0,0,0,0.241935484,0.064516129,248
Scott Wasden,0,0,0,0,0,0,0.330645161,0.060483871,248
Blair Jones,0.635802469,0.037037037,324,0.141414141,0.02020202,99,0.694779116,0.036144578,249
Sam Klassen,0.025641026,0,39,0,0,0,0.325301205,0.040160643,249
Brett Ponich,0.081967213,0.081967213,61,0,0,0,0.18875502,0.088353414,249
Logan Stephenson,0.115384615,0.076923077,312,0,0,0,0.341365462,0.096385542,249
